2048	1137	1137	0.00269912419164
2056	1137	1137	0.0112093151903
2064	303	303	0.00773878000989
2072	958	3315	4.69175244148
2080	3059	3059	0.0132015791283
2088	735	735	0.000315607036889
2096	14548	27327	1.31423721777
2104	2186	2186	0.0639154107533
2112	25	735	1.75566438254
2120	1761	1761	0.419509246019
2128	3175	68463	3.42467987574
2136	4779	4779	1.14644615173
2144	27467	27467	0.436134599154
2152	524	524	0.0152689466926
2160	295	874	4.43836871494
2168	303	303	0.0579872719187
2176	9200	9200	0.840836494943
2184	478	57838	1.22928954556
2192	4598	4598	0.234961641785
2200	12	12	0.00989891554708
2208	9200	318	1.50131265386
2216	36840	36840	6.61725672622e-05
2224	90563	1510	0.790296093525
2232	63	63	0.0108549887062
2240	11	318	3.82084579982
2248	25	25	0.00150202242485
2256	1301	7056	4.49613991568
2264	383	318	2.70466694308
2272	40007	331	5.53581344815
2280	383	15217	5.3474847658
2288	220	279	4.04444914908
2296	25	25	0.0617890791088
2304	3059	3059	0.038016337173
2312	8	8	0.00946596187308
2320	12097	11	12.6985560233
2328	1010	15473	5.23504225261
2336	25	25	1.04732459623
2344	9397	9397	0.622772006044
2352	63266	3050	4.5419424951
2360	9200	9200	0.358868355161
2368	279	15473	3.85793394019
2376	9200	310	1.82307974361
2384	424	424	2.37898395833
2392	6297	6297	1.29761299268
2400	1074	1074	0.000956221816708
2408	636	636	0.00492579946282
2416	22	18	2.37605488976
2424	13506	13506	0.0157453910902
2432	3464	82	7.0779063726
2440	3464	3371	1.45676935203
2448	314	314	0.00596240345891
2456	6487	2186	8.61491518459
2464	9397	14	2.09440573665
2472	264	2420	2.75536874107
2480	3059	3059	0.168032077846
2488	198	198	0.0269591983072
2496	735	735	0.00525964108314
2504	735	318	3.38072216056
2512	2308	63	3.01542381254
2520	7333	44572	8.62005836765
2528	4011	795	2.91831997716
2536	36840	36840	0.00013320546886
2544	91	91	0.000983212068377
2552	4493	4493	0.548763253396
2560	49051	49051	0.131736712071
2568	13540	1558	2.35626566353
2576	13506	13506	0.00140814756923
2584	90563	90563	0.588310258524
2592	5409	76	2.69750024822
2600	380	5861	1.49075841344
2608	13914	13914	0.502934018488
2616	13540	13540	0.242649078303
2624	13506	13506	0.00181723909991
2632	91	91	0.00118280839114
2640	1723	1723	0.456509586245
2648	2426	2426	0.199145724935
2656	1118	1118	0.121857470933
2664	2163	2163	0.00418880731076
2672	13914	13914	1.36851952446
2680	25587	25587	1.86812607119
2688	13506	13506	0.0036277964061
2696	91	91	0.0010403540719
2704	4912	4912	0.224279363816
2712	443	443	0.637457109623
2720	310	310	0.489675225729
2728	4581	7308	3.07323634623
2736	528	528	0.720276307114
2744	14	14	0.0889026521733
2752	66394	66394	0.904021250586
2760	90563	90563	0.376623126448
2768	11	11	0.581897492176
2776	310	310	0.106923423505
2784	799	2892	4.00696851381
2792	958	874	3.90923834978
2800	318	25	8.7290716405
2808	68022	68022	1.2077593226
2816	12	12	0.0304830442836
2824	6761	2713	1.79192067208
2832	15167	15167	0.726221207353
2840	318	539	3.3813788015
2848	1277	1277	0.000142899782066
2856	73801	37602	1.19607274625
2864	11	11	0.478790659993
2872	21359	21359	0.795983350073
2880	1558	1558	1.00821083123
2888	30644	2892	3.29725305446
2896	13	13	0.481007453146
2904	3059	3059	0.0715371103192
2912	8	8	0.0213466444378
2920	3689	2448	7.09066654331
2928	310	310	1.12129256316
2936	14548	3728	2.22814749331
2944	321	318	5.68459873039
2952	8	63368	3.55292989416
2960	14	14	0.119076831544
2968	66394	66394	0.166687782073
2976	1137	1137	0.00170327359879
2984	63	63	0.0781596335728
2992	4786	4786	1.15871280625
3000	359	359	0.0370986271908
3008	27	27	0.387397506042
3016	13506	13506	0.0013287891463
3024	69	76	4.43244984037
3032	15	63	8.59440112362
3040	17	17	0.0184302669334
3048	364	318	1.63017005256
3056	2663	20112	2.90133000662
3064	7370	7370	0.860552387025
3072	19	19	0.0101032879711
3080	13506	13506	0.00410023749696
3088	90563	90563	0.346733301005
3096	443	443	1.37314966746
3104	381	381	0.395561988995
3112	25	25	0.0647347064803
3120	2163	2163	4.23993197813e-05
3128	42763	42763	0.42936826241
3136	2308	11	5.9402738544
3144	364	364	1.7640949958
3152	735	735	0.0811525806625
3160	11671	63	6.92276012271
3168	10530	2723	11.1487723819
3176	13	44984	6.65329946228
3184	30644	264	2.48632046241
3192	514	281	4.66532626365
3200	3010	318	3.57617210463
3208	980	980	0.0229216437609
3216	82637	82637	1.18013365016
3224	21425	21425	0.605719607161
3232	1043	1043	0.364100206745
3240	735	735	0.00173905362625
3248	310	310	0.419293305745
3256	198	198	0.007990879616
3264	63	63	0.163563019601
3272	784	2186	7.31088212325
3280	8	25587	2.35247389783
3288	1284	24334	3.81958280192
3296	735	735	0.00207934233623
3304	4364	1284	6.44197762023
