2048	1137	1137	0.000678238063017
2056	1137	1137	0.000604951368459
2064	303	303	0.0420121194012
2072	958	3315	2.03456281818
2080	3059	3059	0.00123033756896
2088	735	735	0.000523881572292
2096	14548	31997	2.18000003429
2104	2186	2186	1.01099774469
2112	25	25	0.264777273584
2120	1761	1761	0.0534906814879
2128	3175	68463	5.73188463439
2136	4779	4779	0.579086011607
2144	27467	27467	0.0487765414599
2152	524	524	0.00355668461684
2160	295	295	0.988905638373
2168	303	303	0.00411270116549
2176	9200	9200	0.190097447848
2184	478	321	1.66018745632
2192	4598	9200	1.71753065676
2200	12	12	0.0195922412009
2208	9200	9200	0.654452973261
2216	36840	36840	1.3856596393e-05
2224	90563	90563	0.65151881581
2232	63	63	0.0066534970635
2240	11	318	4.03946110723
2248	25	25	0.00149417558896
2256	1301	1301	1.67706027255
2264	383	383	1.32299351196
2272	40007	2186	3.08395500847
2280	383	958	3.55299678444
2288	220	220	1.00691303911
2296	25	25	0.00676509584968
2304	3059	3059	0.00973236008425
2312	8	8	0.00134940763676
2320	12097	63	9.36094848995
2328	1010	15473	3.81671880235
2336	25	25	0.0906086671605
2344	9397	9397	0.00174071546265
2352	63266	279	5.43100713805
2360	9200	9200	0.0982387597135
2368	279	1572	2.85558870644
2376	9200	9200	1.37232076147
2384	424	424	2.20654911153
2392	6297	6297	0.21156488724
2400	1074	1074	0.000365570194816
2408	636	636	0.000878404718815
2416	22	23	2.4048063558
2424	13506	13506	0.00605537324503
2432	3464	76	7.29963289304
2440	3464	3464	0.0963054999337
2448	314	314	0.00340304271363
2456	6487	2186	6.81417823881
2464	9397	14	2.74922443474
2472	264	2420	3.51246000281
2480	3059	3059	0.0314395311345
2488	198	198	0.00140100516644
2496	735	735	0.00322436483317
2504	735	9200	0.951766038025
2512	2308	12	2.63099154707
2520	7333	1267	9.02841020633
2528	4011	4011	0.995449038177
2536	36840	36840	0.000104323599206
2544	91	91	0.000384638612598
2552	4493	4493	0.0929877897789
2560	49051	49051	0.0429491345559
2568	13540	13540	0.268574485921
2576	13506	13506	0.00213958041843
2584	90563	90563	0.51304720036
2592	5409	5409	0.0299718059641
2600	380	1844	4.76668436962
2608	13914	13914	0.353464053914
2616	13540	13540	0.00386867715947
2624	13506	13506	0.000568703327669
2632	91	91	0.000216577930008
2640	1723	1723	0.0963185916024
2648	2426	2426	0.0660899034475
2656	1118	1118	0.0111084185438
2664	2163	2163	0.000616880548037
2672	13914	13914	1.62866005343
2680	25587	25587	0.927620707087
2688	13506	13506	0.00127879054478
2696	91	91	0.000285379201923
2704	4912	4912	0.00229301366806
2712	443	443	0.0760487865406
2720	310	310	0.291702897676
2728	4581	7308	2.3760184907
2736	528	528	0.864138910703
2744	14	14	0.0682503763894
2752	66394	66394	0.0714667351415
2760	90563	90563	0.324525473447
2768	11	11	0.565827924936
2776	310	310	0.147268703443
2784	799	2892	4.54894575693
2792	958	874	2.34281204027
2800	318	25	5.21971601768
2808	68022	68022	0.959884892022
2816	12	12	0.000359746162676
2824	6761	2713	0.892194304991
2832	15167	15167	0.00662369811941
2840	318	539	0.975871413781
2848	1277	1277	0.000109787989768
2856	73801	73801	0.0100720814581
2864	11	11	0.370482612267
2872	21359	27736	1.32193774032
2880	1558	1558	0.616931894562
2888	30644	30644	1.0257998165
2896	13	13	0.241223851662
2904	3059	3059	0.0197699409383
2912	8	8	0.00316041335117
2920	3689	2721	3.69492179036
2928	310	310	0.736052259552
2936	14548	14548	0.723440031703
2944	321	318	4.6200229109
2952	8	5350	2.59385942213
2960	14	14	0.00684804297894
2968	66394	66394	0.00645994166719
2976	1137	1137	0.000182005116582
2984	63	63	0.00429746613308
2992	4786	4786	0.861097676908
3000	359	359	0.00252776039481
3008	27	27	0.283985848912
3016	13506	13506	0.00174313241697
3024	69	76	3.8692186402
3032	15	63	11.5816796968
3040	17	17	0.0103768441992
3048	364	303	2.72598598857
3056	2663	20112	2.02132443003
3064	7370	7370	0.186132254997
3072	19	19	0.00480490028619
3080	13506	13506	0.00241930264053
3088	90563	90563	0.364329341186
3096	443	20112	2.80802432224
3104	381	381	0.44500644945
3112	25	25	0.0432037996738
3120	2163	2163	6.50296734506e-06
3128	42763	42763	0.0510089578931
3136	2308	63	3.70232162112
3144	364	16126	2.09403507825
3152	735	735	0.0538896229572
3160	11671	35464	9.62469181112
3168	10530	2723	9.89979464818
3176	13	44984	4.99059241411
3184	30644	30644	1.86381992658
3192	514	281	2.35543987043
3200	3010	3010	1.86779057178
3208	980	980	0.0146109738544
3216	82637	82637	0.673792863829
3224	21425	17709	0.784709954423
3232	1043	1043	0.0361565155349
3240	735	735	0.000598225597503
3248	310	310	0.740240964013
3256	198	198	0.0135433228464
3264	63	63	0.105672716435
3272	784	2186	5.09846390975
3280	8	25587	1.96791142094
3288	1284	2149	3.03379737942
3296	735	735	0.000267760551566
3304	4364	37435	4.26554573356
3312	62771	62771	0.121240003138
3320	30644	30644	1.20871944136
3328	2772	75	10.6037572486
3336	2444	2444	0.393610110109
3344	70221	70221	0.00334371772962
3352	198	198	0.00132907604246
3360	426	426	0.0135316550457
3368	264	264	0.100543202846
3376	9200	318	1.32612660224
3384	318	310	6.06816816753
3392	8	8	0.543766326354
3400	45759	12	5.17073934415
3408	310	364	1.43366845294
3416	11	318	2.3162902316
3424	90563	1510	7.27653386883
3432	735	735	0.000648673754402
3440	3059	3059	0.0115766638863
3448	198	198	0.010113196605
3456	46369	426	5.23297509315
3464	2186	1891	2.57695974672
3472	25	25	7.90159766133e-05
3480	198	198	0.00620995231862
3488	5200	5200	0.267999552172
3496	29456	27	12.8896040502
3504	13	318	2.92053873672
3512	11591	12	12.4343062421
3520	18763	80	4.06424001266
3528	18	12	6.90585160075
3536	1277	1277	8.55870389316e-06
3544	1502	1502	0.0373718512904
3552	90563	90563	0.52229256576
3560	43265	71	0.903660516768
3568	3337	3337	0.0395161235084
3576	1558	1558	0.284744129808
3584	21181	54771	2.99773432497
3592	1203	1203	0.0612698362385
3600	999	2420	5.23862000406
3608	1203	1203	0.00738274812858
3616	29397	25	3.44781189005
3624	310	361	4.73320379575
3632	9200	15294	2.58667290773
3640	44	44	0.00549329155724
3648	38	38	0.301715037305
3656	14	14	0.0495802230879
3664	2163	2163	0.000564195271298
3672	79636	79636	0.0339825175445
3680	11	11	0.0771014527409
3688	34098	34098	0.000807353080969
3696	424	1137	2.88869951512
3704	5331	5331	0.0226063923757
3712	14	14	0.031763428533
3720	37	37	0.00063637505971
3728	703	1569	1.65986234025
3736	462	462	0.172983780522
3744	869	19396	9.85289245493
3752	14	14	0.025212985505
3760	198	198	0.00779326520323
3768	2743	10832	7.0518740716
3776	13797	12	3.50798531203
3784	9200	318	3.07677871022
3792	8159	8159	0.00446701490214
3800	813	813	0.208677426513
3808	75	75	0.0115469776455
3816	588	2186	2.61861288354
3824	11	318	2.53244371447
3832	25	25	0.000890594061232
3840	18912	18912	0.00117934030992
3848	198	198	0.00196213231216
3856	263	263	0.438087441329
3864	63	63	0.0025410972961
3872	359	359	0.00235734619157
3880	25	25	0.00572899088314
3888	3771	3771	0.022680709465
3896	264	264	0.603874427186
3904	36840	36840	0.000161583863186
3912	90563	1510	2.25398989572
3920	12	11258	3.21370111088
3928	53064	359	10.997532701
3936	11	8	1.93560310872
3944	1510	90563	0.947625584327
3952	8177	635	6.93743571161
3960	9200	735	2.41142713569
3968	11646	11646	0.00467632646803
3976	11	11	0.0326482828609
3984	443	41294	1.5213828496
3992	25876	220	6.63257703943
4000	13	13	1.14147831242
4008	25	25	0.543995418074
4016	25	25	0.092596666986
4024	9663	9663	0.531371237451
4032	9200	9200	0.283724341399
4040	6183	2186	5.72156794705
4048	25	25	0.0568705688373
4056	18	18	1.19282533474
4064	25	25	0.000259164295478
4072	3224	3224	0.00048800858395
4080	64913	11258	3.66252208097
4088	18008	3315	4.09124911759
